,Customer_Name,Similar_Name
839,erziehungsdepartement basel-stadt,erziehungsdepartement des kantons basel-stadt
840,espn,espn inc
841,essential energy,essential energy (county energy)
842,esurance inc,esurance inc.
843,esurance inc,"esurance insurance services, inc."
844,esurance inc.,"esurance insurance services, inc."
845,europcar france,europcar information services
846,european commission,european commission jrc
847,evides n.v.,evides nv
848,evo bv,evo group
849,evry,evry ab
850,evry,evry one outsourcing services
851,evry,evry sweden ab
852,evry ab,evry sweden ab
853,exchange bank,exchange national bank
854,experian,"experian health, inc."
855,f&m bank,f&m bank - ia
856,f-secure corporation,f-secure corporation
857,f-secure corporation,f-secure corporation
858,f-secure corporation,f-secure corporation
859,family bank,family central
860,fanatics inc,fanatics inc.
861,farmacias san pablo,farmacias san pablo
862,faurecia emissions control,faurecia emissions control
863,faurecia systemes d'echappement,faurecia systemes d'echappement
864,fedex corporation,fedex services
865,fenner drives,fenner drives drives it department
866,ferguson enterprises,ferguson group services ltd
867,fidessa,fidessa uk
868,fieldglass inc,sap fieldglass
869,finanz informatik,finanz informatik gmbh & co.kg
870,finanz informatik,finanz informatik technologie services gmbh
871,first republic bank,republic first bank
872,firstsource solutions uk,firstsource solutions uk limited
873,fis,fis - ga
874,fis,fis global
875,fis,fis informationssysteme
876,fis,fis investment systems llc
877,"fiserv, inc.","fiserv, inc. - philadelphia, pa"
878,florence bank,florence zorg
879,florida reliability coordinating,florida reliability coordinating council
880,fm tyres,tyres 4 u
881,focus brands,l brands
882,foley & lardner,foley & lardner llp
883,food lion,lion
884,fordham university,fordham university it rh
885,forensic technology,forensic technology - qc
886,forth ports,forth ports limited
887,foster stockbroking,foster stockbroking pty ltd / mosaic
888,foster wheeler,foster wheeler energia polska sp.
889,fountain-fort carson,fountain-fort carson school district 8
890,fraikin,fraikin assets
891,france television,france television publicite
892,france television,service comptable france television
893,frandsen corporation,frandsen corporation (north branch)
894,frandsen corporation,frandsen financial
895,freedom bank,freedom credit union
896,freedom bank,freedom furniture
897,freedom bank,freedom mobile
898,fromageries bel,fromageries bel dept comptabilité fournisseur
899,frontier bank,frontier capital management
900,frontier bank,frontier technology
901,fujifilm diosynth,fujifilm diosynth biotechnologies uk limited
902,fujitsu,fujitsu - nzgov
903,fujitsu,fujitsu 001 crossrail
904,fujitsu,"fujitsu america, inc"
905,fujitsu,fujitsu australia
906,fujitsu,fujitsu consulting (canada) in
907,fujitsu,fujitsu finland oy
908,fujitsu,fujitsu gold coast city council
909,fujitsu,fujitsu n.z.
910,fujitsu,"fujitsu network communications richardson, tx"
911,fujitsu,fujitsu new zealand limited
912,fujitsu,fujitsu services
913,fujitsu,fujitsu services - home office
914,fujitsu,fujitsu services - home office man35 (sirius project)
915,fujitsu,fujitsu services ab
916,fujitsu,fujitsu services limited
917,fujitsu,fujitsu services ltd
918,fujitsu,fujitsu services ltd.
919,fujitsu,fujitsu services uk – flex-r
920,fujitsu,fujitsu services uk ltd
921,fujitsu,fujitsu sweden ab
922,fujitsu,fujitsu tds gmbh
923,fujitsu,fujitsu technology solutions b
924,fujitsu,fujitsu technology solutions b.v.
925,fujitsu,fujitsu technology solutions g
926,fujitsu,fujitsu technology solutions gmbh
927,fujitsu,me bank - fujitsu austraila
928,fujitsu,mod c/o fujitsu
929,fujitsu,mod c/o fujitsu – rfq modmastcat – 2601
930,fujitsu,mod c/o fujitsu rfq-dcns-501
931,fujitsu,mod taf16-01 c/0 fujitsu
932,fujitsu,veikkaus oy / fujitsu finland
933,fujitsu,williams & glyn - fujitsu
934,fujitsu australia,fujitsu services
935,fujitsu services,fujitsu services - home office
936,fujitsu services,fujitsu services ab
937,fujitsu services,fujitsu services limited
938,fujitsu services,fujitsu services ltd
939,fujitsu services,fujitsu services ltd.
940,fujitsu services,fujitsu services uk ltd
941,g4s,"g4s cash solutions, s.a."
942,g4s,g4s secure - belgium
943,g4s,g4s secure integration
944,galveston college,galveston college foundation
945,gam,gam (schweiz ag)
946,gardner aerospace,gardner group limited
947,gateley llp,gateley plc
948,gearbulk,gearbulk (uk) limited
949,gemeente almere,zorggroep almere
950,gemeente apeldoorn,zorggroep apeldoorn
951,gemeente barneveld,woningstichting barneveld
952,gemeente maastricht,maastricht university
953,gemeente tilburg,tilburg university
954,general dynamics,general dynamics - it
955,general dynamics,general dynamics - navy lcs22
956,general dynamics,general dynamics advanced information systems
957,general dynamics,general dynamics ais
958,general dynamics,general dynamics armament
959,general dynamics,general dynamics c4 systems
960,general dynamics,general dynamics electric boat
961,general dynamics,general dynamics git
962,general dynamics,general dynamics health solutions
963,general dynamics,general dynamics it ltd - uk
964,general dynamics,general dynamics land systems
965,general dynamics,"general dynamics mission systems, inc."
966,general dynamics,general dynamics nassco
967,general office,office of auditor general
968,general office,office of inspector general for the general services administration
969,general office,office of solicitor general
970,generali,generali china
971,generali,"generali china insurance co., ltd."
972,generali,generali deutschland
973,generali,generali infrastructure services
974,generali,generali international limited
975,generali,generali verzekeringsgroep nv
976,generali,generali vie
977,generali,mpi generali insurans berhad
978,generali china,"generali china insurance co., ltd."
979,generali china,generali deutschland
980,generali china,generali international limited
981,generation mortgage,generation mortgage company
982,gentoo group,gentoo group ltd
983,"genus, plc","genus, plc - pic"
984,genworth financial,genworth financial inc
985,genzyme corporation,genzyme ltd
986,geodis,geodis bm
987,geodis,geodis logistics netherlands bv
988,geodis,geodis wilson (usa)
989,geodis,geodis wilson netherlands bv
990,georgetown bank,georgetown memorial hospital
991,georgia southwestern state,georgia southwestern state university
992,gerdau,gerdau ameristeel
993,giant europe b.v.,giant europe b.v. / giant benelux b.v.
994,gie axa,gie axa tech france
995,gkss-forschungszentrum geesthacht g,gkss-forschungszentrum geesthacht gmbh
996,glaxosmithkline biologicals,glaxosmithkline limited
997,glaxosmithkline limited,glaxosmithkline plc
998,glaxosmithkline limited,glaxosmithkline vaccines
999,glencore,glencore grain b.v.
1000,glencore,glencore international ag
1001,glenwood state bank,glenwood state bank inc
1002,global healthcare exchange,global healthcare exchange inc
1003,gls companies,gls it services gmbh
1004,gmac,gmac uk plc
1005,gordmans,gordmans inc
1006,gordon college,gordon state college
1007,grace christian college,grace christian college
1008,grace health,the grace hotel
1009,green it,green lite it
1010,green it,the green school
1011,grinnell college,simplex grinnell
1012,groupe icf,icf international
1013,"groupon, inc.","groupon, inc."
1014,h.j. heinz,h.j. heinz company
1015,haliburton highlands health,haliburton highlands health services
1016,hallesche krankenversicherung,hallesche krankenversicherung auf gegenseitigkeit
1017,hallmark cards,hallmark cards australia ltd
1018,hallmark cards,hallmark cards continental europe bv
1019,hallmark cards,hallmark cards plc
1020,hancock bank,hancock bank data center
1021,hancock bank,hancock regional hospital
1022,handelsmaatschappij boumans,handelsmaatschappij boumans benschop b.v.
1023,hansecom,hansecom gmbh
1024,harris corporation,harris it services
1025,harris corporation,lincoln harris
1026,hartford healthcare,hartford hospital
1027,hartford healthcare,the hartford
1028,hartford hospital,the hartford
1029,harvey nichols,nichols college
1030,hastings college,hastings direct
1031,hastings college,hastings insurance services ltd
1032,hastings college,paul hastings
1033,hauraki council,hauraki district council
1034,haymarket publishing,haymarket publishing services ltd
1035,hazelwood foods,hazelwood foods c/o greencore group plc
1036,hazelwood foods,hazelwood foods ltd c/o greencore group plc
1037,hbo singapore,hbo singapore
1038,hbo singapore,hbo singapore
1039,hbo singapore,hbo singapore
1040,hdfc asset management,hdfc asset management company
1041,hdfc ltd,hdfc ltd
1042,hdfc ltd,hdfc sales pvt. ltd
1043,hdfc ltd,hdfc sales pvt. ltd
1044,hdfc ltd,hdfc sales pvt. ltd
1045,hdfc ltd,hdfc sales pvt. ltd
1046,headwaters inc,headwaters incorporated
1047,health partners,health partners of philadelphia
1048,health partners,health partners of philadelphia inc
1049,health partners,health partners plans inc.
1050,health partners,trillium health partners
1051,healthe care,healthe care australia pty ltd
1052,healthport,healthport inc.
1053,healthport,"healthport technologies, llc."
1054,heat software,"heat software usa, inc."
1055,heat software,"heat software usa, inc."
1056,heatcraft,heatcraft australia pty ltd
1057,heatcraft,"heatcraft refrigeration(wuxi)co.,ltd"
1058,helaba invest,invest bank
1059,hellmann worldwide logistics,hellmann worldwide logistics
1060,hellmann worldwide logistics,hellmann worldwide logistics
1061,hellmann worldwide logistics,hellmann worldwide logistics a
1062,hellmann worldwide logistics,hellmann worldwide logistics gmbh
1063,hellmann worldwide logistics,hellmann worldwide logistics
1064,hellmann worldwide logistics,hellmann worldwide logistics a
1065,hellmann worldwide logistics,hellmann worldwide logistics gmbh
1066,hellmann worldwide logistics,hellmann worldwide logistics a
1067,hellmann worldwide logistics,hellmann worldwide logistics gmbh
1068,helmholtz-zentrum,helmholtz-zentrum dresden-rossendorf e.v.
1069,helmholtz-zentrum,helmholtz-zentrum für umweltforschung gmbh
1070,hendrix genetics,hendrix genetics research technology &
1071,hennepin county,hennepin county medical center
1072,hennepin county,mn hennepin county
1073,herbert smith freehills,herbert smith freehills (formerly
1074,heritage bank,heritage bank
1075,heritage bank,heritage bank limited
1076,heritage bank,heritage bank limited
1077,heritage bank,heritage bank of commerce
1078,heritage bank,heritage clinic
1079,heritage bank,heritage healthcare
1080,heritage bank,heritage bank limited
1081,heritage bank,heritage bank limited
1082,heritage bank,heritage bank of commerce
1083,heritage bank,heritage clinic
1084,heritage bank,heritage healthcare
1085,heritage bank limited,heritage bank limited
1086,hermitage solutions,hermitage solutions - msp cyber defense
1087,herschend family entertainment,herschend family entertainment corporation
1088,hess corp,hess energy trading
1089,hewlett-packard (canada),hewlett-packard (canada) co.
1090,hewlett-packard (canada),hewlett-packard gmbh
1091,hewlett-packard (canada),hewlett-packard limited
1092,hewlett-packard co,hewlett-packard france
1093,hewlett-packard co,hewlett-packard gmbh
1094,hewlett-packard co,hewlett-packard limited
1095,hewlett-packard france,hewlett-packard gmbh
1096,hewlett-packard france,hewlett-packard limited
1097,hewlett-packard gmbh,hewlett-packard limited
1098,hikari tsushin,hikari tsushin
1099,hillside limited,hillside new media limited
1100,hillside limited,hillside technology ltd
1101,hiscox,hiscox plc
1102,hms,hms collingwood
1103,hns,hns hardware netzwerke software gmbh
1104,hobby lobby,hobby lobby stores
1105,hochschule ansbach,landratsamt ansbach
1106,hochschule biberach,landratsamt biberach
1107,hochschule ulm,stadt ulm
1108,hogan lovells,hogan lovells international ll
1109,hogan lovells,hogan lovells international llp (uk)
1110,hogg robinson group,hogg robinson group
1111,holiday companies,holiday companies inc
1112,holman fenwick willan,holman fenwick willan lp
1113,home shopping network,home shopping network
1114,honda mpe,honda mpe
1115,hongyunhonghe,"hongyunhonghe tobacco(group)co.,ltd"
1116,hongyunhonghe,"hongyunhonghe tobacco(group)co.,ltd of honghe"
1117,hongyunhonghe,"hongyunhonghe tobacco(group)co.,ltd of xinjiang cigarette factory"
1118,"hongyunhonghe tobacco(group)co.,ltd","hongyunhonghe tobacco(group)co.,ltd of honghe"
1119,"hongyunhonghe tobacco(group)co.,ltd","hongyunhonghe tobacco(group)co.,ltd of xinjiang cigarette factory"
1120,hood college,hood packaging corporation
1121,hood college,hp hood llc
1122,horizon bank,horizon utilities corporation
1123,houston healthcare,university of houston
1124,howard university,howard university hospital
1125,howard university,howard university isas department
1126,hoyer gmbh,hoyer gmbh internationale fachspedition
1127,hp,hp ent services uk ltd
1128,hp,hp enterprise services
1129,hp,hp enterprise services
1130,hp,hp enterprise services (st)
1131,hp,hp enterprise services c/o project champion
1132,hp,hp enterprise services limited
1133,hp,hp es bnl
1134,hp,hp es uk ltd c/o mod uk jocs
1135,hp,hp finland oy/nokia oy
1136,hp,hp hood llc
1137,hp,hp inc
1138,hp,hp inc. peru s. r. l.
1139,hp,hp information security uk ltd
1140,hp,hp ltd - uk
1141,hp,hp staging and deployment cent
1142,hp,hp uk&i
1143,hp,j&j it - hp
1144,hp,mod corsham c/o hp enterprise services
1145,hp,royal dutch shell - hp
1146,hp enterprise services,hp enterprise services
1147,hp enterprise services,hp enterprise services limited
1148,hp enterprise services,hp enterprise services limited
1149,hp inc,hp ltd - uk
1150,hsbc,hsbc bank plc
1151,hsbc,hsbc group hq
1152,huashan hospital,huashan hospital-north hospital
1153,humana inc,humana inc.
1154,humboldt county,humboldt county hhs
1155,humboldt county,humboldt state university
1156,hunter engineering,hunter industries
1157,huntington hospital,huntington memorial hospital
1158,hw systems,hw wonen
1159,hyde central services,hyde central services limited
1160,hydro tasmania,university of tasmania
1161,i bee,red bee media
1162,iag new zealand,iag new zealand ltd
1163,ibas,ibas as
1164,ibm belgium,ibm belgium branch luxembourg
1165,ibm corp,ibm corporation
1166,ibm corporation,ibm corporation - oem
1167,ibm corporation,ibm france
1168,icici bank,icici bank
1169,ifds,ifds limited
1170,ilicomm technology solutions,ilicomm technology solutions l
1171,immochan,immochan espana sa
1172,immochan,immochan france
1173,impellam,impellam group
1174,imperial oil,imperial oil limited
1175,inbo,inbo bv
1176,indiana university,indiana university credit union
1177,indiana university,indiana university maurer school of
1178,indiana university,indiana university of pa
1179,indiana university,indiana university of pennsylvania
1180,indiana university,indiana university school of medicine
1181,ing,ing bank
1182,ing,ing bank (luxembourg) sa
1183,ing,ing bank (romania)
1184,ing,ing bank eurasia zao
1185,ing,ing bank n.v
1186,ing,"ing bank n.v., singapore branch"
1187,ing,"ing bank nv, sucursal en espana"
1188,ing,ing belgium
1189,ing,"ing belgium brussels, geneva"
1190,ing,ing financial services - voya financial
1191,ing,ing global procurement bank
1192,ing,ing investment management co
1193,ing,ing isr romania
1194,ing,ing lease belgium
1195,ing,"ing life insurance korea, ltd"
1196,ing,ing life limited
1197,ing,ing life public company limited
1198,ing,ing luxembourg
1199,ing,"ing management services, s.r.o"
1200,ing bank,ing bank (romania)
1201,ing bank,ing bank n.v
1202,ing bank,ing belgium
1203,ing bank,ing global procurement bank
1204,ing bank,ing life limited
1205,ing belgium,"ing belgium brussels, geneva"
1206,ing belgium,ing lease belgium
1207,ingram micro,ingram micro inc. (canada)
1208,insearch,insearch
1209,insight global,insight investment
1210,intel,intel security (mcafee)
1211,intercontinental hotels group,intercontinental hotels group
1212,intercontinental hotels group,intercontinental hotels group
1213,intercontinental hotels group,intercontinental hotels group
1214,interdigital,interdigital communication co
1215,international baccalaureate,international baccalaureate
1216,international decision systems,international decision systems inc
1217,"international document services,","international document services, inc."
1218,international financial data,international financial data
1219,international financial data,international financial data s
1220,international financial data,international financial data s
1221,international petroleum investment,international petroleum investment company
1222,interserve ltd,interserve plc
1223,intersport,intersport deutschland eg
1224,interstate products,national interstate
1225,intervoice inc,intervoice inc1
1226,inventiv communications,inventiv health
1227,iron mountain,iron mountain
1228,iron mountain,iron mountain australia pty
1229,iron mountain,iron mountain inc
1230,iron mountain,iron mountain inc
1231,iron mountain,iron mountain incorporated
1232,iron mountain,iron mountain australia pty
1233,iron mountain,iron mountain inc
1234,iron mountain,iron mountain inc
1235,iron mountain,iron mountain incorporated
1236,iron mountain inc,iron mountain inc
1237,irvine company,irvine scientific
1238,irvine company,university of california - irvine
1239,isppc,isppc hospital andre vesale
1240,it creation,it creation b.v.
1241,it support,prolandia it support
1242,it support,running it support b.v.
1243,it-dienstleistungszentrum berlin,it-dienstleistungszentrum berlin (interne dsm testumgebung)
1244,it-dienstleistungszentrum berlin,it-dienstleistungszentrum berlin adã¶r (itdz )
1245,it-dienstleistungszentrum berlin,it-dienstleistungszentrum berlin adör (itdz )
1246,itochu corporation,itochu international inc
1247,itochu corporation,itochu singapore
1248,itochu corporation,itochu thailand
1249,its inc,its integra
1250,its inc,university of idaho - its
1251,jacksonville bank,nrd jacksonville
1252,jarden corporation,jarden corporation (hq)
1253,jbs,jbs usa
1254,jet aviation,"jet aviation holdings usa, inc"
1255,jet aviation,jet aviation management ag
1256,jewelers mutual,sterling jewelers
1257,jinhua bank,wanda realm jinhua
1258,johann-wolfgang-goethe-universitaet,johann-wolfgang-goethe-universitaet itsec
1259,john muir health,john muir health system
1260,johnson & johnson,johnson & wales university
1261,johnson & johnson,johnson county community college
1262,johnson & johnson,johnson matthey
1263,johnson matthey,johnson matthey plc
1264,jones lang lasalle,jones lang lasalle limited
1265,jones lang lasalle,jones lang lasalle ltd
1266,judiciary-hong kong government,judiciary-hong kong government
1267,judiciary-hong kong government,judiciary-hong kong government
1268,judiciary-hong kong government,judiciary-hong kong government
1269,jungheinrich,jungheinrich ag
1270,kaiser permanente,kaiser permanente - or
1271,"kanro co.,ltd.","kanro co.,ltd."
1272,kantonsspital graubünden,stiftung kantonsspital graubünden
1273,kaseya limited,kaseya limited
1274,kci technologies,kci usa inc
1275,keiter,keiter stephens hurst gary
1276,kembit,kembit b.v.
1277,kennebunk savings,kennebunk savings bank
1278,kings college,kings college hospital
1279,kingston police,kingston university
1280,kio networks,stichting kio
1281,kion information management,kion information management services gmbh
1282,kirkland & ellis,kirkland and ellis
1283,klinikum,klinikum der johann wolfgang
1284,klinikum,klinikum forchheim
1285,klinikum,klinikum forchheim...
1286,klinikum,klinikum garmisch-partenkirchen
1287,klinikum,klinikum landsberg am lech
1288,klinikum,klinikum landshut
1289,klinikum,klinikum memmingen
1290,klinikum,klinikum nürnberg nord/süd
1291,klinikum,klinikum region hannover gmbh
1292,klinikum,klinikum st. elisabeth straubing
1293,klinikum,klinikum wels - grieskirchen g
1294,klinikum,klinikum wels grieskirchen gmbh
1295,klinikum,klinikum worms gmbh
1296,klinikum memmingen,stadt memmingen
1297,knight frank,knight frank ltd
1298,komit urs,urs corporation
1299,konica minolta,konica minolta
1300,konica minolta,konica minolta business
1301,konica minolta,konica minolta business
1302,konica minolta,konica minolta business as
1303,konica minolta,konica minolta business solution lt
1304,konica minolta,konica minolta business solution ltd.
1305,konica minolta,konica minolta business solutions
1306,konica minolta,konica minolta business solutions (hk) ltd.
1307,konica minolta,konica minolta business solutions europe gmbh
1308,konica minolta,"konica minolta business solutions u.s.a., inc."
1309,konica minolta,konica minolta business technologies (wuxi) co ltd
1310,konica minolta,konica minolta canada
1311,konica minolta,konica minolta business
1312,konica minolta,konica minolta business
1313,konica minolta,konica minolta business as
1314,konica minolta,konica minolta business solution lt
1315,konica minolta,konica minolta business solution ltd.
1316,konica minolta,konica minolta business solutions
1317,konica minolta,konica minolta business solutions (hk) ltd.
1318,konica minolta,konica minolta business solutions europe gmbh
1319,konica minolta,"konica minolta business solutions u.s.a., inc."
1320,konica minolta,konica minolta business technologies (wuxi) co ltd
1321,konica minolta,konica minolta canada
1322,konica minolta business,konica minolta business
1323,konica minolta business,konica minolta business as
1324,konica minolta business,konica minolta business solutions
1325,konica minolta business,konica minolta business as
1326,konica minolta business,konica minolta business solutions
1327,koppert bv,koppert cress
1328,kpmg,kpmg
1329,kpmg,kpmg ag
1330,kpmg,kpmg australian service pty lt
1331,kpmg,kpmg fides servizi di amministrazione s.p.a.
1332,kpmg,kpmg it service - international
1333,kpmg,kpmg it service gmbh
1334,kpmg,kpmg its gmbh - frankfurt
1335,kpmg,kpmg llp
1336,kpmg,kpmg llp
1337,kpmg,kpmg llp (uk)
1338,kpmg,kpmg mslp
1339,kpmg,kpmg n.v.
1340,kpmg,kpmg staffing & facility services b.v.
1341,kpmg,kpmg ag
1342,kpmg,kpmg australian service pty lt
1343,kpmg,kpmg fides servizi di amministrazione s.p.a.
1344,kpmg,kpmg it service - international
1345,kpmg,kpmg it service gmbh
1346,kpmg,kpmg its gmbh - frankfurt
1347,kpmg,kpmg llp
1348,kpmg,kpmg llp
1349,kpmg,kpmg llp (uk)
1350,kpmg,kpmg mslp
1351,kpmg,kpmg n.v.
1352,kpmg,kpmg staffing & facility services b.v.
1353,kpmg ag,kpmg llp
1354,kpmg ag,kpmg llp
1355,kpmg ag,kpmg n.v.
1356,kpmg llp,kpmg llp
1357,kpmg llp,kpmg llp (uk)
1358,kpmg llp,kpmg n.v.
1359,kpmg llp,kpmg llp (uk)
1360,kpmg llp,kpmg n.v.
1361,kpn,kpn bv
1362,kraftanlagen anlagentechnik,kraftanlagen anlagentechnik münchen gmbh
1363,kroll ontrack,kroll ontrack legal technologies
1364,kroll ontrack,kroll ontrack legal technologies ltd
1365,krones ag,krones incorporated
1366,kuehne & nagel,kuehne & nagel limited
1367,kuiken,kuiken n.v.
1368,kuiken,kuiken nv
1369,kuiken n.v.,kuiken nv
1370,kutxabank,kutxabank vida y pensiones
1371,kuwait petroleum,kuwait petroleum benelux bv
1372,"kwik trip, inc","kwik trip, inc."
1373,l brands,limited brands
1374,l brands,mom brands
1375,l brands,mw brands
1376,l brands,pentland brands
1377,l-3 communications,l-3 communications - display systems
1378,l-3 communications,l-3 communications - klein associates
1379,l-3 communications,l-3 communications corporation
1380,l-3 communications,l-3 communications tx
1381,la francaise,la francaise des jeux
1382,lafarge,lafarge asia sdn bhd
1383,lafarge,lafarge cement united kingdom
1384,lafarge,lafarge iteo shared services
1385,lafarge,lafarge shui on cement co.ltd
1386,lafarge,lafarge tarmac
1387,lafarge,lafarge tarmac trading limited
1388,lafarge,lafarge uk it shared services
1389,lafarge tarmac,lafarge tarmac trading limited
1390,lafayette college,lafayette general hospital
1391,land no,land no landesklinikum
1392,landesklinikum weinviertel,landesklinikum weinviertel mistelbach
1393,landkreis celle,stadt celle
1394,landmark bank,landmark health
1395,landmark bank,landmark information group
1396,landmark bank,landmark information group ltd
1397,landmark bank,landmark national bank / citizens
1398,landmark bank,landmark partners llc
1399,landmark bank,landmark white group
1400,landmark health,landmark information group
1401,landmark health,landmark information group ltd
1402,landmark health,landmark partners llc
1403,landmark information group,landmark information group ltd
1404,landratsamt emmendingen,stadt emmendingen
1405,landratsamt erding,stadt erding
1406,landratsamt heidenheim,stadtverwaltung heidenheim
1407,landratsamt konstanz,stadtwerke konstanz gmbh
1408,landratsamt tuttlingen,landratsamt tuttlingen itsm
1409,lantmateriet,lantmateriet it
1410,laurentius wonen,laurentius ziekenhuis
1411,law society,the law society
1412,le conservateur,les assurances le conservateur
1413,leaseplan australia,leaseplan usa
1414,legacy reserves,legacy reserves lp
1415,leibniz-institut für,leibniz-institut für altersforschung -
1416,leicester college,university hospitals of leicester
1417,leicester college,university of leicester
1418,leidos,leidos ( was science applications
1419,leidos,leidos ( was science applications international corporation)
1420,leidos,leidos australia
1421,leidos,leidos healthcare
1422,leidos,leidos innovations corporation
1423,leidos,leidos innovations uk ltd
1424,leidos,leidos limited
1425,leidos australia,leidos healthcare
1426,leidos australia,leidos limited
1427,leidos healthcare,leidos limited
1428,lenovo lite 3,lenovo lite 4
1429,lenovo lite 3,lenovo lite 5
1430,lenovo lite 3,lenovo lite 6
1431,lenovo lite 3,lenovo lite 7
1432,lenovo lite 3,lenovo lite 8
1433,lenovo lite 3,lenovo lite 9
1434,lenovo lite 4,lenovo lite 5
1435,lenovo lite 4,lenovo lite 6
1436,lenovo lite 4,lenovo lite 7
1437,lenovo lite 4,lenovo lite 8
1438,lenovo lite 4,lenovo lite 9
1439,lenovo lite 5,lenovo lite 6
1440,lenovo lite 5,lenovo lite 7
1441,lenovo lite 5,lenovo lite 8
1442,lenovo lite 5,lenovo lite 9
1443,lenovo lite 6,lenovo lite 7
1444,lenovo lite 6,lenovo lite 8
1445,lenovo lite 6,lenovo lite 9
1446,lenovo lite 7,lenovo lite 8
1447,lenovo lite 7,lenovo lite 9
1448,lenovo lite 8,lenovo lite 9
1449,leon county,leon county board of county
1450,leon county,leon county board of county commissioners
1451,liberty global services,liberty global services bv
1452,lifespan,lifespan biosciences inc
1453,lifespan,lifespan corp
1454,lifespan,lifespan corp hr group
1455,lifespan corp,lifespan corp hr group
1456,lijnco,speciaaldrukkerij lijnco groningen b.v.
1457,lilly,"lilly suzhou pharmaceutical co., ltd."
1458,lilly,the lilly company
1459,lincoln industries,university of lincoln
1460,lion,lion apparel
1461,lion,lion re:sources (avenue a razorfish)
1462,lion,red lion hotels corporation
1463,liquidity services,liquidity services inc.
1464,lisi aerospace,lisi medical
1465,"littelfuse, inc.","littelfuse, inc.."
1466,live nation,live nation canada
1467,lixil corporation,lixil corporation
1468,lixil corporation,lixil information systems
1469,lixil corporation,lixil information systems
1470,lk12q4-lenovo lite 1,lk12q4-lenovo lite 2
1471,lk12q4-lenovo lite 1,lk12q4-lenovo lite 3
1472,lk12q4-lenovo lite 1,lk12q4-lenovo lite 4
1473,lk12q4-lenovo lite 1,lk12q4-lenovo lite 5
1474,lk12q4-lenovo lite 1,lk12q4-lenovo lite 6
1475,lk12q4-lenovo lite 1,lk12q4-lenovo lite 7
1476,lk12q4-lenovo lite 1,lk12q4-lenovo lite 8
1477,lk12q4-lenovo lite 1,lk12q4-lenovo lite 9
1478,lk12q4-lenovo lite 2,lk12q4-lenovo lite 3
1479,lk12q4-lenovo lite 2,lk12q4-lenovo lite 4
1480,lk12q4-lenovo lite 2,lk12q4-lenovo lite 5
1481,lk12q4-lenovo lite 2,lk12q4-lenovo lite 6
1482,lk12q4-lenovo lite 2,lk12q4-lenovo lite 7
1483,lk12q4-lenovo lite 2,lk12q4-lenovo lite 8
1484,lk12q4-lenovo lite 2,lk12q4-lenovo lite 9
1485,lk12q4-lenovo lite 3,lk12q4-lenovo lite 4
1486,lk12q4-lenovo lite 3,lk12q4-lenovo lite 5
1487,lk12q4-lenovo lite 3,lk12q4-lenovo lite 6
1488,lk12q4-lenovo lite 3,lk12q4-lenovo lite 7
1489,lk12q4-lenovo lite 3,lk12q4-lenovo lite 8
1490,lk12q4-lenovo lite 3,lk12q4-lenovo lite 9
1491,lk12q4-lenovo lite 4,lk12q4-lenovo lite 5
1492,lk12q4-lenovo lite 4,lk12q4-lenovo lite 6
1493,lk12q4-lenovo lite 4,lk12q4-lenovo lite 7
1494,lk12q4-lenovo lite 4,lk12q4-lenovo lite 8
1495,lk12q4-lenovo lite 4,lk12q4-lenovo lite 9
1496,lk12q4-lenovo lite 5,lk12q4-lenovo lite 6
1497,lk12q4-lenovo lite 5,lk12q4-lenovo lite 7
1498,lk12q4-lenovo lite 5,lk12q4-lenovo lite 8
1499,lk12q4-lenovo lite 5,lk12q4-lenovo lite 9
1500,lk12q4-lenovo lite 6,lk12q4-lenovo lite 7
1501,lk12q4-lenovo lite 6,lk12q4-lenovo lite 8
1502,lk12q4-lenovo lite 6,lk12q4-lenovo lite 9
1503,lk12q4-lenovo lite 7,lk12q4-lenovo lite 8
1504,lk12q4-lenovo lite 7,lk12q4-lenovo lite 9
1505,lk12q4-lenovo lite 8,lk12q4-lenovo lite 9
1506,lk13q1-lenovo lite 1,lk13q1-lenovo lite 2
1507,lk13q1-lenovo lite 1,lk13q1-lenovo lite 3
1508,lk13q1-lenovo lite 1,lk13q1-lenovo lite 4
1509,lk13q1-lenovo lite 1,lk13q1-lenovo lite 5
1510,lk13q1-lenovo lite 1,lk13q1-lenovo lite 6
1511,lk13q1-lenovo lite 1,lk13q1-lenovo lite 7
1512,lk13q1-lenovo lite 1,lk13q1-lenovo lite 8
1513,lk13q1-lenovo lite 1,lk13q1-lenovo lite 9
1514,lk13q1-lenovo lite 2,lk13q1-lenovo lite 3
1515,lk13q1-lenovo lite 2,lk13q1-lenovo lite 4
1516,lk13q1-lenovo lite 2,lk13q1-lenovo lite 5
1517,lk13q1-lenovo lite 2,lk13q1-lenovo lite 6
1518,lk13q1-lenovo lite 2,lk13q1-lenovo lite 7
1519,lk13q1-lenovo lite 2,lk13q1-lenovo lite 8
1520,lk13q1-lenovo lite 2,lk13q1-lenovo lite 9
1521,lk13q1-lenovo lite 3,lk13q1-lenovo lite 4
1522,lk13q1-lenovo lite 3,lk13q1-lenovo lite 5
1523,lk13q1-lenovo lite 3,lk13q1-lenovo lite 6
1524,lk13q1-lenovo lite 3,lk13q1-lenovo lite 7
1525,lk13q1-lenovo lite 3,lk13q1-lenovo lite 8
1526,lk13q1-lenovo lite 3,lk13q1-lenovo lite 9
